/home/user/dataset/DFEW/image/00022 79 1 0.116,0.08,0.159,0.025,2.275,2.609,0.038,1.839,1.173,0.724,0.107,0.302,0.099,0.057,0.24,0.415,0.099, 0.215,0.139,0.81,0.0,1.0,1.0,0.0,1.0,0.38,0.62,0.0,0.025,0.253,0.0,0.152,0.177,0.0,0.038,
/home/user/dataset/DFEW/image/00024 93 1 0.415,0.19,1.481,0.164,0.174,1.186,0.095,0.296,0.071,0.807,0.768,1.099,0.631,0.175,1.259,0.911,0.157, 0.387,0.151,0.871,0.14,0.054,0.935,0.0,0.0,0.183,0.323,0.441,0.581,0.376,0.108,0.312,0.355,0.0,0.376,
/home/user/dataset/DFEW/image/00025 48 5 0.108,0.069,0.0,0.073,0.082,0.174,0.071,0.27,0.162,0.0,0.189,0.401,0.129,0.071,0.387,0.649,0.46, 0.042,0.0,0.021,0.0,0.125,0.0,0.229,0.146,0.0,0.0,0.125,0.229,0.229,0.0,0.292,0.125,0.0,0.458,
/home/user/dataset/DFEW/image/00026 54 5 0.473,0.093,0.38,0.1,0.068,0.231,0.138,0.207,0.141,0.632,0.379,1.005,0.09,0.197,0.713,0.614,0.405, 0.352,0.167,0.278,0.537,0.0,0.148,0.019,0.0,0.037,0.87,0.444,0.352,0.611,0.074,0.444,0.185,0.0,0.37,
/home/user/dataset/DFEW/image/00027 72 6 0.166,0.108,0.448,0.086,0.0,0.0,0.082,0.004,0.039,0.061,0.945,0.937,0.178,0.082,0.631,0.792,0.05, 0.097,0.083,0.986,0.833,0.0,0.097,0.0,0.0,0.028,0.0,0.417,0.278,0.167,0.236,0.194,0.278,0.0,0.0,
/home/user/dataset/DFEW/image/00029 46 0 0.139,0.077,0.008,0.105,0.689,0.011,0.083,0.979,1.511,0.0,0.15,0.328,0.112,0.095,0.178,0.449,0.077, 0.0,0.261,0.043,0.0,1.0,0.0,0.0,1.0,0.761,0.565,0.326,0.326,0.152,0.0,0.043,0.109,0.0,0.0,
/home/user/dataset/DFEW/image/00031 48 5 0.213,0.096,1.567,0.137,0.144,0.618,0.147,0.238,0.298,0.959,0.261,0.689,0.252,0.194,0.775,1.578,0.154, 0.333,0.0,1.0,0.458,0.479,0.125,0.104,0.0,0.0,0.5,0.271,0.562,0.417,0.312,0.167,0.188,0.042,0.25,
/home/user/dataset/DFEW/image/00032 48 3 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/00033 47 0 0.225,0.094,0.856,0.063,1.302,1.794,0.081,2.976,1.709,1.58,0.451,0.289,0.091,0.183,0.669,0.301,0.157, 0.213,0.362,0.66,0.0,0.447,0.894,0.17,1.0,0.83,0.851,0.34,0.064,0.319,0.66,0.404,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/00034 48 0 0.33,0.274,0.007,0.061,0.548,0.0,0.078,1.973,1.918,0.867,0.415,0.521,0.105,0.06,0.709,0.431,0.141, 0.104,0.125,0.0,1.0,0.75,0.146,0.0,0.833,1.0,0.979,0.188,0.354,0.271,0.0,0.292,0.146,0.0,0.104,
/home/user/dataset/DFEW/image/00037 48 6 0.277,0.076,0.98,0.03,0.834,2.592,0.049,1.41,0.192,0.912,0.583,0.849,0.156,0.116,0.74,0.593,0.139, 0.229,0.354,0.083,0.0,0.25,0.0,0.0,0.5,0.0,0.146,0.583,0.562,0.021,0.0,0.333,0.458,0.0,0.542,
/home/user/dataset/DFEW/image/00043 62 2 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/00045 47 2 0.111,0.031,0.057,0.066,0.0,0.636,0.063,0.0,0.0,0.0,0.087,0.211,0.037,0.094,0.631,0.558,0.268, 0.0,0.021,0.0,1.0,0.0,0.787,0.0,0.0,0.0,0.0,0.0,0.298,0.0,0.0,0.34,0.298,0.0,0.021,
/home/user/dataset/DFEW/image/00046 36 4 0.326,0.099,1.729,0.026,0.213,0.315,0.02,0.441,0.0,0.082,0.116,0.219,0.097,0.064,0.177,0.197,0.081, 0.167,0.194,0.667,0.167,0.0,0.139,0.194,0.306,0.0,0.0,0.361,0.0,0.0,0.0,0.194,0.194,0.0,0.0,
/home/user/dataset/DFEW/image/00048 96 1 0.13,0.061,0.671,0.036,1.881,2.87,0.022,1.491,0.877,2.297,0.19,0.589,0.056,0.096,0.602,0.382,0.073, 0.198,0.198,0.333,0.0,0.948,1.0,0.0,0.979,0.156,1.0,0.146,0.135,0.156,0.0,0.302,0.094,0.0,0.0,
/home/user/dataset/DFEW/image/00049 48 1 0.062,0.059,1.604,0.05,0.468,2.026,0.028,1.152,0.191,0.208,0.126,0.233,0.121,0.12,0.31,0.32,0.146, 0.0,0.167,1.0,0.104,0.458,0.792,0.0,1.0,0.0,0.188,0.146,0.0,0.146,0.0,0.0,0.0,0.0,0.229,
/home/user/dataset/DFEW/image/00053 48 5 0.075,0.056,1.402,0.02,0.048,0.0,0.05,0.851,0.015,0.724,0.3,0.371,0.07,0.045,0.23,0.229,0.084, 0.0,0.104,1.0,1.0,0.0,0.0,0.0,0.229,0.0,0.312,0.0,0.25,0.021,0.771,0.125,0.125,0.0,0.021,
/home/user/dataset/DFEW/image/00054 72 0 0.13,0.093,0.051,0.034,0.919,0.149,0.048,2.518,1.541,1.188,0.156,0.415,0.129,0.181,0.988,0.239,0.661, 0.014,0.0,0.167,0.0,1.0,0.0,0.0,1.0,0.806,0.833,0.111,0.458,0.097,0.0,0.486,0.028,0.0,0.375,
/home/user/dataset/DFEW/image/00055 47 0 0.114,0.059,0.0,0.039,1.186,0.775,0.035,2.142,1.206,0.871,0.402,0.278,0.054,0.06,0.123,0.256,0.045, 0.298,0.128,0.021,0.0,1.0,1.0,0.0,1.0,1.0,0.809,0.0,0.043,0.0,0.277,0.0,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/00056 47 3 0.3,0.086,0.0,0.037,0.0,0.001,0.065,0.0,0.0,0.05,0.117,0.226,0.089,0.244,0.253,0.387,0.187, 0.213,0.17,0.234,0.681,0.0,0.0,0.106,0.0,0.0,0.0,0.34,0.021,0.0,0.426,0.383,0.106,0.0,0.149,
/home/user/dataset/DFEW/image/00057 320 1 0.169,0.047,0.596,0.044,0.276,0.0,0.052,0.72,0.191,0.118,0.112,0.635,0.084,0.078,0.451,0.261,0.062, 0.031,0.0,0.509,1.0,0.0,1.0,0.0,0.0,0.0,0.219,0.106,0.294,0.0,0.0,0.306,0.147,0.0,0.041,
/home/user/dataset/DFEW/image/00059 192 5 0.155,0.125,0.189,0.052,0.37,1.337,0.058,1.099,0.108,0.316,0.277,0.571,0.123,0.263,0.818,1.318,0.146, 0.115,0.37,0.443,0.318,0.016,0.672,0.026,0.625,0.094,0.073,0.271,0.224,0.109,0.0,0.401,0.406,0.042,0.172,
/home/user/dataset/DFEW/image/00060 108 0 0.228,0.337,0.644,0.072,2.272,0.312,0.042,2.204,2.389,1.237,0.25,0.824,0.148,0.166,0.705,0.339,0.136, 0.12,0.176,0.019,0.0,1.0,0.102,0.0,0.963,0.991,0.981,0.213,0.519,0.046,0.0,0.019,0.037,0.019,0.139,
/home/user/dataset/DFEW/image/00061 90 2 0.347,0.163,0.568,0.085,0.006,0.065,0.051,0.787,0.01,0.029,0.336,0.986,0.204,0.167,0.418,0.452,0.149, 0.522,0.222,0.589,0.022,0.0,0.011,0.0,0.0,0.0,0.0,0.311,0.289,0.0,0.011,0.333,0.344,0.022,0.067,
/home/user/dataset/DFEW/image/00063 45 6 0.205,0.089,0.696,0.038,0.295,0.118,0.04,0.287,0.0,0.0,0.123,0.2,0.074,0.045,0.181,0.283,0.097, 0.2,0.244,0.222,0.0,0.0,0.556,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.0,0.2,
/home/user/dataset/DFEW/image/00064 43 5 0.067,0.024,0.234,0.027,0.367,0.333,0.053,1.037,0.403,0.914,0.105,0.25,0.096,0.12,0.407,0.254,0.067, 0.0,0.0,0.0,0.023,0.279,0.442,0.163,0.442,0.326,1.0,0.0,0.093,0.0,0.0,0.279,0.023,0.0,0.0,
/home/user/dataset/DFEW/image/00065 72 3 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/00070 75 6 0.236,0.095,0.309,0.03,0.201,0.005,0.132,1.616,0.526,1.329,0.481,0.425,0.191,0.093,0.361,0.667,0.163, 0.267,0.36,0.307,1.0,0.0,0.0,0.093,0.0,0.053,0.48,0.12,0.04,0.08,0.507,0.04,0.0,0.0,0.227,
/home/user/dataset/DFEW/image/00071 71 0 0.153,0.067,0.01,0.095,0.877,1.744,0.064,0.417,1.042,0.533,0.181,0.541,0.088,0.303,0.901,0.969,0.334, 0.085,0.155,0.0,0.211,1.0,0.62,0.0,0.592,0.859,0.493,0.268,0.296,0.0,0.056,0.31,0.183,0.0,0.268,
/home/user/dataset/DFEW/image/00072 29 6 0.067,0.071,0.0,0.024,0.652,0.0,0.024,0.297,1.206,2.234,0.053,0.238,0.038,0.062,0.201,0.295,0.169, 0.069,0.034,0.0,0.414,0.483,0.0,0.0,1.0,0.966,1.0,0.0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/00073 70 0 0.082,0.069,0.11,0.046,1.384,0.525,0.054,1.175,1.226,1.318,0.097,0.335,0.114,0.164,0.661,0.7,0.335, 0.086,0.171,0.314,0.0,0.7,0.643,0.1,0.729,0.9,0.971,0.0,0.129,0.371,0.529,0.243,0.257,0.0,0.243,
/home/user/dataset/DFEW/image/00074 168 6 0.239,0.208,0.805,0.077,0.0,0.118,0.059,0.821,0.298,0.141,0.275,0.806,0.159,0.145,0.67,0.651,0.293, 0.387,0.458,0.958,0.0,0.0,0.036,0.107,0.232,0.048,0.048,0.458,0.44,0.077,0.083,0.268,0.286,0.095,0.262,
/home/user/dataset/DFEW/image/00075 78 6 0.404,0.099,0.197,0.148,0.129,0.205,0.13,0.44,0.14,0.069,0.164,0.851,0.226,0.232,0.609,0.357,0.186, 0.359,0.282,0.449,0.308,0.064,0.218,0.0,0.0,0.0,0.0,0.436,0.41,0.449,0.077,0.0,0.205,0.0,0.244,
/home/user/dataset/DFEW/image/00077 48 2 0.096,0.035,1.2,0.016,0.0,0.0,0.023,0.047,0.333,1.792,0.061,0.161,0.047,0.02,0.215,0.238,0.077, 0.146,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/00078 69 0 0.357,0.223,0.243,0.03,0.064,0.156,0.082,0.658,0.896,0.175,0.316,0.945,0.085,0.127,0.567,0.403,0.313, 0.101,0.13,0.101,0.754,0.0,0.058,0.087,0.696,0.696,0.014,0.159,0.203,0.145,0.0,0.188,0.116,0.0,0.275,
/home/user/dataset/DFEW/image/00079 59 1 0.26,0.073,0.463,0.024,0.054,0.0,0.034,0.155,0.665,0.573,0.096,0.217,0.05,0.104,0.288,0.693,0.218, 0.085,0.085,0.0,0.966,0.0,0.0,0.0,0.475,0.356,0.644,0.0,0.169,0.0,0.0,0.102,0.322,0.0,0.237,
/home/user/dataset/DFEW/image/00080 71 1 0.102,0.04,1.977,0.022,0.243,1.221,0.033,0.956,0.002,0.174,0.272,0.421,0.057,0.053,0.393,0.329,0.191, 0.028,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.056,0.282,0.268,0.0,0.718,0.254,0.07,0.0,0.113,
/home/user/dataset/DFEW/image/00082 47 0 0.232,0.069,0.0,0.028,0.743,1.353,0.054,0.971,0.331,0.825,0.367,0.836,0.207,0.129,0.472,0.342,0.119, 0.277,0.128,0.0,0.596,0.213,0.681,0.0,0.447,0.0,0.723,0.0,0.34,0.17,0.064,0.404,0.021,0.0,0.085,
/home/user/dataset/DFEW/image/00083 121 0 0.286,0.089,0.369,0.034,0.365,0.131,0.053,1.584,1.375,1.416,0.351,0.661,0.151,0.135,0.63,0.622,0.145, 0.306,0.05,0.636,0.488,0.124,0.074,0.0,0.967,0.331,0.322,0.231,0.198,0.099,0.405,0.347,0.289,0.0,0.273,
/home/user/dataset/DFEW/image/00084 39 3 1.269,0.118,1.678,0.044,0.0,0.0,0.059,0.197,0.0,0.006,0.243,1.522,0.084,0.102,0.766,0.698,0.134, 0.436,0.41,1.0,0.282,0.0,0.0,0.231,0.0,0.0,0.0,0.41,0.256,0.0,0.0,0.487,0.0,0.0,0.103,
/home/user/dataset/DFEW/image/00085 48 6 0.143,0.051,0.502,0.039,0.659,0.001,0.114,1.51,0.538,0.235,0.129,0.652,0.093,0.131,0.392,0.43,0.132, 0.188,0.0,0.479,0.0,0.083,0.042,0.125,0.812,0.0,0.083,0.188,0.25,0.0,0.292,0.083,0.021,0.0,0.229,
/home/user/dataset/DFEW/image/00087 48 6 0.122,0.047,0.018,0.052,0.665,1.566,0.029,0.0,0.0,0.567,0.283,0.208,0.071,0.063,0.275,0.505,0.076, 0.0,0.104,0.0,0.812,0.0,1.0,0.0,0.0,0.0,0.542,0.021,0.0,0.0,0.0,0.042,0.062,0.0,0.0,
/home/user/dataset/DFEW/image/00089 72 0 0.108,0.049,0.0,0.037,1.12,0.013,0.02,2.748,2.357,2.803,0.105,0.328,0.054,0.036,0.129,0.173,0.06, 0.0,0.0,0.0,0.0,0.181,0.0,0.0,0.833,0.819,0.833,0.125,0.153,0.056,0.0,0.0,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/00091 104 1 0.065,0.038,0.338,0.035,0.72,0.028,0.044,0.928,0.011,0.011,0.069,0.438,0.059,0.101,0.496,0.331,0.219, 0.0,0.0,0.548,0.202,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.25,0.019,0.0,0.288,0.173,0.0,0.25,
/home/user/dataset/DFEW/image/00093 49 2 0.063,0.042,0.0,0.044,0.0,0.292,0.022,0.0,0.001,0.0,0.039,0.121,0.022,0.016,0.102,0.16,0.082, 0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/00094 24 1 0.037,0.012,0.627,0.014,0.0,0.528,0.02,0.0,0.0,0.0,0.042,0.137,0.05,0.016,0.24,0.235,0.042, 0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/00095 106 6 0.117,0.05,1.494,0.047,0.03,0.015,0.09,0.0,0.087,0.14,0.57,0.753,0.305,0.08,0.698,0.662,0.07, 0.038,0.0,0.877,0.028,0.047,0.038,0.047,0.0,0.0,0.0,0.387,0.283,0.292,0.028,0.142,0.132,0.094,0.217,
/home/user/dataset/DFEW/image/00097 45 5 0.31,0.054,0.681,0.054,0.127,0.289,0.074,0.074,0.0,0.069,0.142,0.259,0.092,0.121,0.508,0.442,0.078, 0.333,0.311,0.467,0.022,0.0,0.622,0.0,0.0,0.0,0.156,0.178,0.244,0.356,0.0,0.022,0.267,0.0,0.0,
/home/user/dataset/DFEW/image/00098 75 0 0.196,0.094,0.003,0.15,2.451,0.655,0.076,1.196,2.522,2.164,0.348,0.929,0.211,0.078,0.209,0.329,0.21, 0.573,0.52,0.0,0.013,0.827,0.0,0.0,0.933,0.987,0.96,0.4,0.307,0.107,0.92,0.0,0.213,0.107,0.253,
/home/user/dataset/DFEW/image/00099 48 3 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/00101 96 3 0.102,0.05,0.021,0.023,0.763,0.16,0.069,0.227,0.491,0.996,0.209,0.599,0.093,0.142,0.326,0.792,0.133, 0.062,0.083,0.0,1.0,0.135,0.0,0.083,0.042,0.312,0.25,0.542,0.146,0.073,0.0,0.24,0.031,0.0,0.083,
/home/user/dataset/DFEW/image/00103 48 1 0.142,0.078,1.7,0.028,1.46,1.6,0.103,1.096,1.556,0.783,0.168,0.835,0.06,0.084,0.35,0.267,0.344, 0.229,0.042,0.854,0.0,1.0,0.875,0.0,1.0,1.0,1.0,0.333,0.438,0.021,0.438,0.104,0.083,0.0,0.438,
/home/user/dataset/DFEW/image/00106 119 5 0.138,0.068,1.574,0.028,0.251,1.241,0.049,0.925,0.0,0.067,0.295,0.981,0.099,0.123,0.716,0.786,0.123, 0.092,0.067,1.0,0.0,0.0,1.0,0.0,0.908,0.0,0.0,0.345,0.462,0.008,0.059,0.529,0.286,0.0,0.193,
/home/user/dataset/DFEW/image/00107 192 1 0.196,0.201,1.243,0.098,1.45,1.558,0.072,0.855,0.518,1.998,0.703,1.179,0.308,0.481,1.754,0.799,0.215, 0.552,0.359,0.651,0.688,0.682,0.906,0.047,0.208,0.099,0.734,0.49,0.234,0.432,0.198,0.526,0.286,0.068,0.245,
/home/user/dataset/DFEW/image/00108 44 3 0.21,0.043,0.955,0.024,0.172,0.046,0.027,1.165,0.007,0.0,0.163,0.408,0.068,0.03,0.236,0.48,0.15, 0.091,0.045,1.0,0.045,0.0,0.341,0.0,0.568,0.0,0.0,0.0,0.227,0.364,0.0,0.227,0.136,0.0,0.0,
/home/user/dataset/DFEW/image/00109 44 5 0.07,0.06,0.564,0.023,0.067,1.297,0.055,0.553,0.0,0.164,0.083,0.325,0.14,0.1,0.498,0.587,0.132, 0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.136,0.0,0.159,0.0,0.273,0.0,0.0,0.25,0.205,0.0,0.136,
/home/user/dataset/DFEW/image/00111 48 5 0.081,0.046,3.099,0.046,0.987,2.675,0.054,1.101,0.58,0.304,0.262,1.113,0.09,0.119,1.495,0.64,0.112, 0.0,0.0,1.0,0.0,0.292,0.792,0.104,0.625,0.125,0.125,0.292,0.5,0.188,0.792,0.438,0.333,0.0,0.0,
/home/user/dataset/DFEW/image/00112 61 6 0.132,0.076,1.01,0.037,0.073,1.319,0.084,0.811,0.015,1.164,0.083,0.511,0.256,0.064,0.712,0.44,0.128, 0.197,0.295,0.787,0.869,0.0,1.0,0.0,0.0,0.0,0.18,0.393,0.295,0.311,0.557,0.344,0.115,0.0,0.066,
/home/user/dataset/DFEW/image/00113 35 0 0.098,0.046,0.357,0.034,2.206,2.256,0.028,2.372,2.044,2.32,0.07,0.187,0.031,0.065,0.591,0.268,0.317, 0.143,0.086,0.0,0.257,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.114,0.229,0.0,0.0,0.457,
/home/user/dataset/DFEW/image/00116 96 5 0.139,0.098,0.966,0.034,0.03,0.005,0.122,0.661,0.002,0.004,0.999,0.767,0.231,0.159,0.788,0.716,0.071, 0.135,0.094,0.792,0.615,0.0,0.26,0.042,0.073,0.0,0.0,0.115,0.375,0.333,0.031,0.135,0.177,0.0,0.01,
/home/user/dataset/DFEW/image/00117 48 2 0.183,0.096,0.354,0.029,0.0,0.016,0.025,0.676,0.1,0.0,0.141,0.234,0.067,0.055,0.319,0.59,0.055, 0.083,0.062,0.25,1.0,0.0,0.0,0.0,0.521,0.0,0.0,0.104,0.25,0.0,0.0,0.271,0.0,0.0,0.25,
/home/user/dataset/DFEW/image/00119 72 0 0.114,0.04,1.013,0.045,0.813,2.643,0.069,0.722,0.754,0.448,0.307,0.755,0.332,0.144,0.6,0.422,0.101, 0.181,0.0,0.986,0.514,0.472,1.0,0.0,0.528,0.153,0.097,0.181,0.389,0.278,0.0,0.347,0.222,0.0,0.111,
/home/user/dataset/DFEW/image/00120 75 1 0.067,0.054,0.516,0.034,0.062,0.084,0.015,0.118,0.062,0.077,0.067,0.135,0.061,0.02,0.209,0.147,0.115, 0.0,0.0,0.453,0.0,0.0,0.347,0.0,0.013,0.0,0.0,0.0,0.0,0.12,0.0,0.133,0.053,0.0,0.16,
/home/user/dataset/DFEW/image/00122 76 1 0.236,0.123,1.068,0.084,0.677,0.604,0.101,0.623,0.894,0.517,0.262,0.584,0.193,0.123,0.718,0.541,0.23, 0.158,0.276,0.882,0.0,0.566,0.066,0.316,0.579,0.132,0.605,0.303,0.434,0.053,0.013,0.303,0.263,0.0,0.237,
/home/user/dataset/DFEW/image/00124 118 5 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
/home/user/dataset/DFEW/image/00126 93 6 0.062,0.035,0.097,0.023,0.0,0.0,0.039,0.03,0.0,0.0,0.131,0.371,0.061,0.032,0.311,0.229,0.112, 0.0,0.043,0.581,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.011,0.0,0.376,0.151,0.0,0.204,
/home/user/dataset/DFEW/image/00127 56 2 0.102,0.062,1.521,0.079,0.023,0.505,0.178,0.08,0.363,1.038,0.108,0.217,0.049,0.164,0.123,0.257,0.069, 0.107,0.357,0.929,1.0,0.0,0.5,0.357,0.0,0.0,0.411,0.0,0.018,0.018,0.0,0.393,0.089,0.0,0.0,
/home/user/dataset/DFEW/image/00128 191 0 0.452,0.108,1.114,0.047,1.429,1.609,0.062,1.584,1.398,2.153,0.246,0.88,0.144,0.227,0.508,0.803,0.171, 0.309,0.377,0.272,0.0,0.644,0.916,0.147,0.759,0.607,0.895,0.403,0.272,0.152,0.89,0.335,0.173,0.0,0.194,
